id,评分,评论,时间
veradan,5分 超棒,太美啦！220元的门票，90元的车票。70岁以上老人只需购买90元车票和10元保险。 每个海子（湖）都犹如宝石般呈现蓝色或绿色，还有各种瀑布，大大小小宽宽窄窄，很是惊艳。 还有藏族寨子（我们去了一个，号称免费参观，但是会介绍藏族人的祈福，教大家学习藏族祈福的礼仪，然后花工本费20元/个购买祈福经幡，可以买一个或几个，全买是5个。） 全程有公交车，90元/张通票，需从乘车口检票进入，但到后面一般很少有座位。还有补220元/人的VIP包车，据广播说可以去每一个景点，无需排队。,2016-07-25
Jkc红色,5分 超棒,不虚此行～非常值得,2022-03-21
寂寞天堂鸟,5分 超棒,景色那真的是绝了。,2022-03-10
陇南游侠,5分 超棒,一次非常美好的旅行,2022-03-06
陇南游侠,5分 超棒,一次非常美好的旅行,2022-03-06
M30****9295,5分 超棒,冬天的九寨沟也很美,2022-03-03
M25****4199,5分 超棒,景色不错，值得拥有,2022-03-01
_CFT****18475,5分 超棒,很漂亮，来了几次了,2022-02-07
linachen18,5分 超棒,景色宜人，以后再来,2022-02-04
M45****5763,5分 超棒,值得推荐，欢迎大家,2022-02-03
M31****1737,5分 超棒,服务OK，风景美丽,2022-01-27
紫色心情,5分 超棒,风景秀丽，景色宜人,2022-01-22
川南虹晨,5分 超棒,风景好！值得一游,2022-03-16
M30****9295,5分 超棒,冬的九寨有冬的美,2022-03-03
M50****7672,5分 超棒,此生不后悔的地方,2022-02-23
M49****2226,5分 超棒,。。。。。。挺好,2022-02-11
er****wen,5分 超棒,非常棒，方便快捷,2022-02-10
阿太紫金虎,5分 超棒,风景秀丽，漂亮。,2022-02-09
M34****9080,5分 超棒,很美，一定要去，,2022-02-05
M31****0567,5分 超棒,景色不是一般的好,2022-02-04
M31****0567,5分 超棒,一定要去的旅游地,2022-02-04
linachen18,5分 超棒,还不错，还想再来,2022-02-04
Marcus,5分 超棒,国内比较好的景点,2022-01-16
被水呛的一只鱼,5分 超棒,导游小姐姐很漂亮,2022-01-16
M56****888,5分 超棒,很不错👍 太冷了,2022-01-03
蓝莲花888,5分 超棒,非常值得去的景区,2022-01-01
M49****3962,5分 超棒,值得一游，还会来,2021-12-30
Brian_Tt,5分 超棒,性价比超高，入园快，不用跟大部队排队挤公交，行程安排合理，与大部队错峰出行。早上九点玩到下午五点，看的景点比较多。携程上写的是九点准时发车，过时不候，但实际上中午之前到都可以。,2021-10-30
橘子教官,5分 超棒,九寨沟还是值得一观的地方，进去以后大开眼界，每个池子都有它不同的特色，所有景点之间都有观光车，往来挺方便的，景区的服务挺好，里面卫生设施也都很不错，确实是值得一看的景区！！！！,2021-10-22
M36****917,5分 超棒,第二次来九寨，踏进园区那一刻，我心就澎湃起来！九寨的一山一水让我无法用言语来赞美！只能说我的魂魄都被吸走了！能拥抱九寨真的是上天的恩赐！,2021-10-15
M50****7672,5分 超棒,太爽了，太棒了,2022-02-23
M50****7672,5分 超棒,九寨归来不看水,2022-02-23
M35****1616,4分 满意,不错，不错哦！,2022-02-13
_WeCh****946719,5分 超棒,九寨沟值得一去,2022-01-16
M34****095,5分 超棒,九寨归来不看水,2022-01-15
135****1551,5分 超棒,非常好的景区。,2022-01-08
bmb3,5分 超棒,九寨沟老人票，满60岁的老人相当于免门票，只收交通票。而交通票的巴士可以到达每一个景区，定价合理。九寨沟是中国排名前五的景点，水景和瀑布美轮美奂，景区管理良好，非常值得推荐。,2021-08-22
bmb3,5分 超棒,九寨沟老人票，满60岁的老人相当于免门票，只收交通票。而交通票的巴士可以到达每一个景区，定价合理。九寨沟是中国排名前五的景点，水景和瀑布美轮美奂，景区管理良好，非常值得推荐。,2021-08-22
M50****7672,5分 超棒,安逸巴适的板,2022-02-23
军,5分 超棒,好好，，，，,2022-02-20
彩虹333,5分 超棒,记得提前预订,2022-02-18
118****651,5分 超棒,不错，很好的,2022-02-07
M33****8267,5分 超棒,好好好还好好,2022-02-03
FreedomTl,5分 超棒,超赞超赞超赞,2022-01-23
M32****9113,5分 超棒,值得去的地方,2022-01-20
_CFT01****0282419,5分 超棒,第三次来九寨沟了，这次是陪父母来的，老年皮票60岁以上是免门票的，只需要买个电动车的票就好，现在景点还没有完全修复好，没有全部开放，电子票拿身份证刷一下就可以进去了，很方便,2021-09-14
M31****9811,5分 超棒,九寨沟里面美得一塌糊涂，最好带个薄外套去，山里面早晚有点凉凉的，观光车上的导游小姐姐很专业很认真的讲解每一个景点，还有出山了一定要看千古情，美丽又童话般的***年忘返,2021-07-12
Autism_bb,5分 超棒,真的还不错,2022-03-26
_WeCh****289614,5分 超棒,有点失望吧,2022-03-18
M37****3302,5分 超棒,非常不错哦,2022-03-13
205****219,5分 超棒,景色宜人好,2022-03-13
M27****4371,5分 超棒,很不错啊！,2022-03-04
M46****0078,5分 超棒,体验很不错,2022-03-03
骑自行车🚲去巴黎⁵²º₁₃₁₄,5分 超棒,风景名胜区,2022-02-22
骑自行车🚲去巴黎⁵²º₁₃₁₄,5分 超棒,山美水美.,2022-02-22
能挣更能花,5分 超棒,特别特别美,2022-02-16
M49****2226,5分 超棒,。。。。。,2022-02-11
er****wen,5分 超棒,非常值得看,2022-02-10
肚肚狼,5分 超棒,值得去游玩,2022-02-07
魏记面皮,5分 超棒,值得自驾游,2022-02-06
😝 玉😛 玉,5分 超棒,愉快的旅行,2022-02-04
_CFT01****0648988,5分 超棒,值得我们去,2022-01-28
_CFT01****0648988,5分 超棒,不错，人多,2022-01-28
M57****228,5分 超棒,冬天也很美,2022-01-13
bai---,5分 超棒,很好很好很,2022-01-12
小野寺律.,5分 超棒,还是不错的,2022-01-04
M16****919,5分 超棒,很好很方便,2022-01-01
M26****071,5分 超棒,值得再次来，美景很多，有小部分景区因地震未开方文，坐车很方便，最高点离门口至少十几公里。希望有机会再来，因为四季春夏秋冬景色不同。,2021-08-05
科尔沁杜斯基,5分 超棒,大美九寨沟，人间仙境。 哈哈哈早上开始，下午三点累成狗出来，然后去预订千古情，看完后直接体验当地藏餐，完美累死。 建议不要在网上订千古情，门口或者出租车司机都能帮忙订便宜票。,2021-07-25
gz当地向导伊妹儿,5分 超棒,九寨沟风景区景色宜人，风景优美，令人心旷神怡，趣味性强，太美太漂亮，人间仙境一般，国家AAAAA级旅游景区，美极了，性价比超高的。,2021-07-19
M58****528,5分 超棒,最近又去了一趟四川九寨沟景区、从成都出发车程感觉很累、不过比我们2001年去的时候车程减少了好几个小时、而且现在路也很好走了、九寨沟的景色很美、一个一个的景点需要慢慢看真是九寨归来不看水呀！,2020-09-14
M83354790,5分 超棒,值得一去,2022-03-27
啵仔1314,5分 超棒,不错 可以,2022-03-09
吉娜娜54,5分 超棒,第二次来了，秋天彩林跟绿叶的时候感觉不一样，都很美，绿色更鲜活，彩色更亮丽。大家都说右沟是精华，但我个人觉得左沟的长海和五彩池最美，可能因为它们海拔更高，水和天都更纯净,2021-10-29
哈利菠菜汤,5分 超棒,如果不是节假日人特别多的话，VIP中巴不是很必要，每逛完一个景点等一车人上齐可能比公交车花的时间更多。景色没的说。餐饮选择有点少。充电宝布点不多。,2021-10-07
yuyanjia~,5分 超棒,九寨沟，是中国第一个以保护自然风景为主目的的自然保护区，地处青藏高原，川西高原，山地向四川盆地过渡地带，是一条纵深50余千米的山沟谷地，因沟内有树正寨，荷叶寨，则查洼寨等九个寨村而得名。,2021-01-23
M13****156,5分 超棒,美如仙境！让你仿佛进入童话世界！秋天更是色彩斑斓，红黄绿倒映清澈的如绿宝石般的海子中，流连忘返！已经是第七次来到这里，待到春暖花开季，我会再来。,2021-11-16
法尔先特陈霸先,5分 超棒,从小一直向往的地方！下次带上一家人重新打卡！自驾川西高原真的处处都是美景！好心情配着好风景！旅途三天告一段落！累***快乐着！下雪的时候还会再去看看的！反正绵阳这边很近,2021-10-16
徐徐霞客Rr,5分 超棒,九寨沟，这里是世界自然遗产、国家地质公园及中国第一个以保护自然风景为主要目的的自然保护区。深秋季节去这边旅行及为合适。古时旅行家徐霞客就曾写到“九寨归来不看水”之言,2021-09-30
chaojile,5分 超棒,九寨沟位于四川阿坝州，得名来自于景区内有九个藏族寨子。现为世界自然遗产，国家重点风景名胜区，国家五A级旅游景区，国家级自然保护区，国家地质公园。,2021-08-12
M49****506,5分 超棒,我们天津人四口人第一次来四川，早期做些攻略，一路从成都开车到江油再到九寨沟旅游天堂口，今天早上进入景区，观光车太方便了，祖国大好河山尽收眼底，向往的九寨情深深入我心,2021-07-21
FCchain,5分 超棒,九寨归来不看水，确实如此，我刚进景区乘坐观光车，便被其深深地震撼，感慨人间竟有如此之境与五柳先生之桃花源相似，而又沉浸在达戈与沃若色嫫的神话故事之中。总之，心旷神怡,2021-07-17
世外陶院,5分 超棒,九寨归来不看水，九寨沟的水是最清澈的，九寨沟的景色是最美的，九寨沟的瀑布是最漂亮的,2021-10-24
开心278814678,5分 超棒,人间仙境，绝美风景，九寨沟值得一游，此生无憾。九寨归来不看水，只有到了九寨沟，才能真正体会到这句话诠释的含义。感谢大自然母亲的恩惠，给我们带来这么美妙的视觉享受。,2021-10-09
开心278814678,5分 超棒,人间仙境，绝美风景，九寨沟值得一游，此生无憾。九寨归来不看水，只有到了九寨沟，才能真正体会到这句话诠释的含义。感谢大自然母亲的恩惠，给我们带来这么美妙的视觉享受。,2021-10-09
小飞汪,5分 超棒,提前一天购买，进门直接刷身份证，很是方便。九寨沟果然名不虚传，处处都是景。推荐走远离马路的栈道，很安静，基本碰不到游人，在十一体验了把独享之旅,2021-10-08
_yt5****174,5分 超棒,上次来九寨沟，还是上大学的时候，抢上观光车的场景真是记忆犹新。一晃这么多年过去，九寨沟的美依然让人惊艳！地震之后的修复，景区的管理更上一个台阶，游览撕开非常顺畅。,2021-09-17
Kaimi阿,3分 不错,枯水期感觉没看的 疫情特殊游玩方式也很无趣,2022-04-15
